emotion,pitch,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40
happy,1754.8233642578125,-354.8719482421875,61.111839294433594,-40.89274597167969,6.653942108154297,-17.993671417236328,-25.77468490600586,-10.746427536010742,-17.887723922729492,-9.578487396240234,-5.3326873779296875,-18.131912231445312,7.073232650756836,-13.845653533935547,-6.302396297454834,2.5397655963897705,-16.40165138244629,-4.062572956085205,-4.9426703453063965,-8.74594783782959,0.5867016911506653,-0.20457004010677338,1.117598533630371,6.489060878753662,8.823091506958008,7.43753719329834,9.335986137390137,-1.5103808641433716,7.571921348571777,4.13231086730957,12.034934997558594,14.874658584594727,9.545056343078613,1.0056343078613281,-1.3500888347625732,0.04623660072684288,3.910135507583618,0.6186839938163757,-1.9126180410385132,-6.592381954193115,0.5371849536895752
happy,1545.66357421875,-356.69439697265625,70.5010986328125,-42.953433990478516,17.508289337158203,-16.48745346069336,-21.631988525390625,-10.097530364990234,-17.245540618896484,-7.9279303550720215,-3.38971209526062,-19.002723693847656,11.448680877685547,-5.059576988220215,-9.1282958984375,4.856066703796387,-12.65108871459961,-5.2990593910217285,-4.438345432281494,-8.701674461364746,0.26708221435546875,-2.109811782836914,-1.4334144592285156,1.1746019124984741,4.277085304260254,0.4043823778629303,9.230579376220703,4.4170403480529785,11.703862190246582,2.707455635070801,4.8892693519592285,10.085709571838379,15.2542142868042,18.3826961517334,14.474709510803223,4.760997295379639,-1.4011503458023071,-2.6597774028778076,1.1778124570846558,2.2058122158050537,1.6513736248016357
sad,1407.80078125,-557.9401245117188,85.56285095214844,-5.805772304534912,5.588615417480469,-7.255595684051514,-13.313857078552246,-22.26726531982422,-12.333582878112793,-16.27838134765625,-10.451202392578125,-14.445029258728027,-6.913224220275879,-10.764955520629883,-4.213271141052246,-5.440151214599609,-13.030155181884766,-6.125362873077393,-7.716310024261475,-8.57387638092041,-8.84554672241211,-4.437739372253418,-7.926266670227051,-2.750077962875366,-0.9285536408424377,-1.0960371494293213,6.83059024810791,1.072965383529663,4.772595405578613,-1.035711646080017,-0.41074082255363464,-3.427194118499756,0.665061354637146,1.7662535905838013,7.430060863494873,10.371581077575684,11.796250343322754,7.873758316040039,2.7481064796447754,-0.6765937209129333,-1.5090556144714355
calm,1612.5908203125,-521.6500854492188,77.89581298828125,-22.400981903076172,-1.094925045967102,-16.76626968383789,-16.63861083984375,-21.779491424560547,-19.195947647094727,-15.632171630859375,-12.692765235900879,-13.663562774658203,-4.6018218994140625,-13.785947799682617,-11.034165382385254,-4.768065929412842,-13.995402336120605,-8.715492248535156,-9.909696578979492,-9.857521057128906,-4.95416784286499,-6.850642681121826,-4.3266143798828125,1.1915969848632812,0.5906451940536499,2.4001810550689697,2.1331632137298584,-5.416023254394531,-0.6901186108589172,-2.123711585998535,4.4611382484436035,6.377264499664307,13.264508247375488,12.592296600341797,14.704436302185059,8.9368257522583,9.095592498779297,1.495789647102356,-1.9763234853744507,-3.7332513332366943,0.8943454027175903
happy,1498.741943359375,-472.0562744140625,85.14234161376953,-35.174560546875,5.739988803863525,-9.417698860168457,-20.720382690429688,-16.87564468383789,-18.81623649597168,-16.737394332885742,-8.090943336486816,-19.217857360839844,-0.24299277365207672,-12.300054550170898,-11.296989440917969,-2.3726751804351807,-14.00039005279541,-7.875259876251221,-7.760645866394043,-12.379249572753906,-3.3990776538848877,-5.616589069366455,0.17493629455566406,0.5354083776473999,-0.13633528351783752,-3.497591733932495,1.1726946830749512,-5.041208267211914,7.081564903259277,5.704904556274414,13.657330513000488,8.5545654296875,7.708210468292236,5.83360481262207,8.787840843200684,3.4803364276885986,6.058224678039551,1.3651484251022339,1.0844320058822632,-2.097724676132202,0.7107317447662354
happy,1279.5487060546875,-323.17987060546875,34.16676712036133,-39.50148010253906,-14.894874572753906,-29.895931243896484,-25.972251892089844,-24.303625106811523,-18.813152313232422,-21.601177215576172,-9.699467658996582,-23.249116897583008,-5.496666431427002,-19.163471221923828,-8.670463562011719,-7.73984956741333,-18.4443416595459,4.519681930541992,14.924695014953613,20.525386810302734,34.08944320678711,21.49626922607422,8.658066749572754,-0.7573866248130798,2.6735870838165283,0.20238502323627472,1.3346140384674072,-4.705535888671875,0.6762881875038147,-5.06362247467041,-2.061246156692505,-9.645782470703125,-2.22715425491333,-0.2550854980945587,1.2486591339111328,-2.559781551361084,2.650146007537842,0.48130348324775696,1.8036309480667114,-4.195287704467773,4.492701053619385
happy,1579.5303955078125,-474.3526916503906,84.2717056274414,-22.99430274963379,-0.3346918821334839,-16.932313919067383,-19.062644958496094,-18.229089736938477,-18.594749450683594,-18.62928581237793,-11.454590797424316,-20.266700744628906,-1.1952695846557617,-14.245687484741211,-10.862919807434082,-1.1668226718902588,-15.399713516235352,-8.144274711608887,-8.808202743530273,-12.149129867553711,-7.111982345581055,-4.41879415512085,-1.1315677165985107,0.4173770844936371,1.873320460319519,-1.765513300895691,2.7651870250701904,-4.859194278717041,1.8172430992126465,4.110693454742432,11.559149742126465,7.852386951446533,7.8653244972229,4.738199710845947,8.886415481567383,3.5040123462677,6.869755744934082,1.7866519689559937,-0.17799673974514008,-0.6737731099128723,-0.5097483992576599
calm,1412.787109375,-540.6517944335938,79.209716796875,-9.82619571685791,9.581985473632812,-9.709619522094727,-10.894450187683105,-17.519115447998047,-16.05978012084961,-15.72773265838623,-13.908014297485352,-6.32299280166626,-6.511226177215576,-14.681365013122559,-7.179949760437012,-3.6830687522888184,-11.481225967407227,-8.935957908630371,-8.097058296203613,-6.756237030029297,-8.869138717651367,-4.017451286315918,-3.623232126235962,-0.03029203973710537,1.3509255647659302,-1.313034176826477,3.495553493499756,-5.646883964538574,2.883354425430298,2.3780674934387207,9.366536140441895,8.087264060974121,13.472356796264648,8.972505569458008,8.853720664978027,1.9983147382736206,4.087240219116211,-0.47282111644744873,-1.17948317527771,-3.3694026470184326,-3.629584789276123
calm,987.2627563476562,-548.8271484375,73.8702621459961,0.6387832164764404,-1.2869412899017334,-15.964101791381836,-14.828073501586914,-20.52086639404297,-12.362693786621094,-21.864521026611328,-14.434844970703125,-9.865859031677246,-5.973845958709717,-15.221659660339355,-6.740485668182373,-5.6326680183410645,-14.336631774902344,-5.965517044067383,-5.4497270584106445,-8.154921531677246,-8.588409423828125,-4.91720724105835,-4.570008277893066,-6.191015720367432,1.6028248071670532,0.6022385954856873,2.868312120437622,2.544081926345825,8.619498252868652,3.773956060409546,6.233728885650635,4.10884952545166,11.092338562011719,11.426889419555664,15.295355796813965,8.948163986206055,5.614459037780762,-1.0020263195037842,-1.4994473457336426,-2.86161732673645,2.475790500640869
happy,1233.01953125,-361.3607482910156,49.410221099853516,-35.340179443359375,-3.4097115993499756,-20.326047897338867,-23.037982940673828,-22.916114807128906,-20.225637435913086,-21.591278076171875,-7.408384799957275,-18.832998275756836,0.6572719812393188,-19.44455909729004,-8.45948600769043,-3.079625368118286,-18.7619686126709,-5.389042854309082,-7.729598045349121,-10.541337013244629,0.436548113822937,1.6446861028671265,8.586886405944824,9.915541648864746,14.490708351135254,15.563344955444336,12.973085403442383,5.911856651306152,14.242825508117676,0.9093391299247742,4.688443183898926,-0.1465831995010376,1.9262667894363403,2.667783260345459,-2.0833401679992676,-2.9867935180664062,-2.796363353729248,-3.7726690769195557,-2.7721378803253174,-3.8880560398101807,-3.7934956550598145
angry,1548.2581787109375,-346.2998352050781,64.69745635986328,-37.77963638305664,1.0203059911727905,-27.993600845336914,-24.116130828857422,-9.119404792785645,-22.015039443969727,-16.012290954589844,-3.9235150814056396,-19.872045516967773,4.3453192710876465,-10.212417602539062,-12.196574211120605,2.8571512699127197,-15.208795547485352,-6.652347087860107,-8.056351661682129,-10.365801811218262,-1.717145323753357,-3.855860471725464,-1.9273056983947754,-0.8324128985404968,-4.726444721221924,-2.3377017974853516,4.908838272094727,5.741044521331787,16.561059951782227,14.528335571289062,12.294694900512695,7.169713973999023,3.074502944946289,0.6594321727752686,2.5574123859405518,1.4069879055023193,3.1455180644989014,-1.013956069946289,-0.03279619291424751,-4.226807117462158,-0.5821745991706848
fearful,1616.8724365234375,-350.9673767089844,47.275020599365234,-23.711292266845703,-5.9001545906066895,-22.917537689208984,-16.825870513916016,-19.094884872436523,-22.915882110595703,-10.208314895629883,-11.468235969543457,-17.858413696289062,1.470594048500061,-14.58222484588623,-5.424358367919922,-5.582069396972656,-11.08984375,-4.964191436767578,1.853354573249817,7.198741912841797,10.667022705078125,14.74876880645752,13.901010513305664,8.841043472290039,11.883849143981934,5.799927711486816,5.370590686798096,-3.8121132850646973,0.18773344159126282,-5.0013651847839355,-3.150261402130127,-6.229491710662842,-5.119966983795166,-5.888325214385986,-1.503348708152771,-0.03301847726106644,1.2042162418365479,-2.6036031246185303,-0.7166639566421509,-0.8036878705024719,4.089645862579346
sad,1574.748046875,-453.825927734375,85.24238586425781,-23.97085952758789,4.278884410858154,-19.477758407592773,-25.507917404174805,-8.566985130310059,-21.83888053894043,-17.04302215576172,-0.7955086827278137,-14.897141456604004,-3.549262285232544,0.5731214880943298,-12.870015144348145,3.2836883068084717,-9.608246803283691,-4.708718776702881,2.2626149654388428,-3.8225390911102295,4.707789421081543,1.7813643217086792,1.4513235092163086,3.0138309001922607,7.097347736358643,0.09676231443881989,5.743993282318115,0.7599011063575745,7.672446250915527,3.679330587387085,4.4713592529296875,1.8167983293533325,0.39239969849586487,-0.9112634658813477,2.464040756225586,0.1943042278289795,2.150386333465576,-1.2799426317214966,1.9130516052246094,-1.122568964958191,0.166392982006073
sad,1415.56298828125,-553.3789672851562,64.16072082519531,-2.4923648834228516,-2.7017886638641357,-16.510068893432617,-12.026914596557617,-15.40040111541748,-15.719465255737305,-20.92593002319336,-6.237980842590332,-14.869373321533203,-4.99599027633667,-5.2070088386535645,-10.353231430053711,-2.071154832839966,-9.96085262298584,-5.153825283050537,-1.3218542337417603,-6.461074352264404,-1.2107701301574707,-4.45816707611084,-1.7264889478683472,-3.5189311504364014,1.5337599515914917,-0.11317567527294159,10.683844566345215,7.990593433380127,16.977985382080078,9.267191886901855,7.12866735458374,1.3872836828231812,-1.4675019979476929,-1.6379021406173706,0.08913534134626389,-0.26551392674446106,-1.4622766971588135,-4.777859687805176,-1.7879855632781982,-4.247994422912598,-0.9100092649459839
angry,1599.5885009765625,-315.7161560058594,60.82865524291992,-38.46160125732422,-1.0100442171096802,-24.384679794311523,-24.4193115234375,-15.605996131896973,-16.785940170288086,-20.07749366760254,-4.638422012329102,-15.97739315032959,0.9576413035392761,-6.587661266326904,-11.92785358428955,-0.43930304050445557,-13.09552001953125,-7.690881729125977,-7.447263717651367,-10.621200561523438,-0.823020875453949,-5.054183006286621,1.5179933309555054,6.175116062164307,7.831302165985107,9.506569862365723,14.722331047058105,8.612411499023438,11.485284805297852,7.461116313934326,9.34353256225586,6.687740802764893,1.3659089803695679,-1.3929295539855957,0.4354950189590454,-1.57008695602417,2.7767813205718994,-2.24893856048584,-5.636660099029541,-3.3270628452301025,1.9743919372558594
sad,1240.7364501953125,-510.0724792480469,82.82891845703125,-18.72536277770996,6.913525581359863,-25.937191009521484,-13.364849090576172,-24.646942138671875,-29.856557846069336,-19.842226028442383,-17.551250457763672,-17.328458786010742,-3.2637407779693604,-16.39943504333496,-7.884098052978516,1.4375897645950317,-20.33542251586914,-8.131989479064941,-4.9051384925842285,-9.66242790222168,-10.780843734741211,-7.577376842498779,-6.9949445724487305,-6.700079917907715,-4.623061656951904,0.24117718636989594,1.6181427240371704,-1.1418193578720093,7.781044006347656,3.3613390922546387,6.487003803253174,6.133249282836914,9.760557174682617,10.23029899597168,15.499800682067871,13.172039031982422,9.573897361755371,1.7211076021194458,-0.04640595242381096,-3.7036895751953125,-2.3428142070770264
angry,1342.361083984375,-357.90716552734375,65.84561920166016,-34.563262939453125,8.012560844421387,-22.728713989257812,-23.66596031188965,-14.88494873046875,-26.58756446838379,-18.933746337890625,-6.381875991821289,-14.67354965209961,4.018774032592773,-7.007380962371826,-12.085837364196777,1.1619982719421387,-12.550505638122559,-5.08353853225708,-5.437091827392578,-10.143961906433105,-5.733072280883789,-6.5350799560546875,-8.731552124023438,-6.231587886810303,-6.87994384765625,-8.29029655456543,2.7283284664154053,0.3085560202598572,12.93103313446045,9.563274383544922,10.504016876220703,7.669587135314941,7.745969772338867,8.692947387695312,11.129034042358398,6.96882438659668,2.639120578765869,-4.5606865882873535,-4.900103569030762,-2.9484026432037354,5.00398063659668
angry,1366.95458984375,-343.47216796875,59.41367721557617,-23.716493606567383,-4.209096908569336,-24.432880401611328,-19.482406616210938,-17.677448272705078,-22.956140518188477,-18.418067932128906,-5.661703109741211,-14.61578369140625,7.548898220062256,-10.1871919631958,-6.239231109619141,-2.784041166305542,-12.06646728515625,-2.270380735397339,-6.038721084594727,-10.62747859954834,-2.234727621078491,-9.282233238220215,-7.238390922546387,-1.654125452041626,-0.8361109495162964,-2.9089438915252686,6.620750427246094,4.607229709625244,15.876598358154297,12.9292573928833,14.607576370239258,8.8832368850708,3.4015331268310547,-2.789977788925171,1.547774314880371,1.526178240776062,5.1136627197265625,-0.9268523454666138,-3.100126266479492,-4.01383113861084,0.4098111391067505
angry,1683.799072265625,-309.01568603515625,50.76408767700195,-40.518455505371094,-0.07109970599412918,-30.12527084350586,-26.611284255981445,-10.21053695678711,-20.047300338745117,-20.144411087036133,-3.1876420974731445,-23.507810592651367,6.781980991363525,-9.500368118286133,-13.906234741210938,0.07244053483009338,-17.38774871826172,-7.605338096618652,-7.022150039672852,-8.720664024353027,0.8224273920059204,-1.0004655122756958,0.5700162649154663,1.4265555143356323,8.568718910217285,13.437902450561523,20.014991760253906,14.178085327148438,9.680899620056152,0.43799033761024475,0.838840901851654,2.261465549468994,4.163152694702148,-0.5680899024009705,-1.6819188594818115,-4.675291538238525,3.183821439743042,0.5207931399345398,-0.18714937567710876,-4.78018856048584,0.596293568611145
sad,1270.5858154296875,-519.1249389648438,76.96090698242188,-0.4159529507160187,12.559802055358887,-17.715866088867188,-10.217024803161621,-20.643354415893555,-8.681357383728027,-17.863712310791016,-13.980521202087402,-7.566189765930176,-6.933080196380615,-7.607489109039307,-7.438168525695801,-0.5609674453735352,-13.410428047180176,-5.84492826461792,-6.067659854888916,-11.47501277923584,-9.384849548339844,-5.277682781219482,-7.8173909187316895,-7.640856742858887,-5.6915059089660645,-6.264101505279541,-3.3196544647216797,-7.360529899597168,0.1847892552614212,-0.30055445432662964,4.460397720336914,4.3756842613220215,9.129698753356934,8.880455017089844,10.232735633850098,6.683894157409668,4.278433322906494,1.451380729675293,0.06162697449326515,-5.198276042938232,-0.6166872978210449
angry,1505.220947265625,-381.8435974121094,35.77485656738281,-28.097625732421875,0.20313933491706848,-31.366975784301758,-15.877395629882812,-12.028603553771973,-19.39069938659668,-14.231499671936035,-6.530461311340332,-14.277034759521484,4.9698381423950195,-10.226594924926758,-10.703676223754883,0.19476376473903656,-11.944019317626953,-4.092065811157227,-5.638421058654785,-13.025772094726562,-3.631059169769287,-7.3306145668029785,-0.7944369316101074,-1.9317712783813477,1.4553126096725464,5.359611511230469,12.403704643249512,9.131630897521973,15.003540992736816,8.38875961303711,8.989302635192871,2.5356523990631104,-0.13592645525932312,-1.58026921749115,0.9922305941581726,-0.8090649247169495,1.9947130680084229,-3.5952255725860596,-4.684872627258301,-5.042420387268066,-1.5150090456008911
sad,1439.6373291015625,-472.8855285644531,61.38492965698242,-11.84007453918457,0.7631895542144775,-13.91020679473877,-15.385259628295898,-22.0513973236084,-22.37824058532715,-20.894685745239258,-2.391803503036499,-22.126197814941406,-6.103075981140137,-1.246570110321045,-15.27072525024414,-2.2630934715270996,-11.829760551452637,-9.089498519897461,-0.982780933380127,-7.388490200042725,-0.7777736783027649,1.2735563516616821,1.1682114601135254,-1.203835368156433,6.432763576507568,0.8058567643165588,5.553868770599365,4.378526210784912,6.4963202476501465,5.082117080688477,2.972451686859131,-1.343146800994873,-1.8978910446166992,-4.842683792114258,-1.2279396057128906,-3.6920254230499268,-1.4559444189071655,-2.4824328422546387,-1.69393789768219,-4.080873489379883,-1.3287266492843628
sad,1478.1087646484375,-567.283935546875,87.65719604492188,-0.5367375016212463,13.638774871826172,-8.975048065185547,-6.8658928871154785,-17.919832229614258,-13.804177284240723,-11.162101745605469,-5.123232841491699,-15.622050285339355,-1.697603464126587,-10.049107551574707,-0.6943134069442749,-4.264739036560059,-9.099530220031738,-2.1413934230804443,-8.951967239379883,-6.6168437004089355,-6.506006717681885,-6.335312843322754,-5.5021514892578125,-5.71939754486084,-2.124737501144409,-5.617041110992432,-2.7999653816223145,-4.278560638427734,-1.4972623586654663,-4.6143388748168945,4.493283748626709,7.039523601531982,15.126091003417969,17.253068923950195,19.14507293701172,13.905906677246094,6.739859580993652,2.6323306560516357,-1.1588386297225952,-0.6577191352844238,2.1666460037231445
angry,1374.0360107421875,-343.93328857421875,57.492950439453125,-34.976680755615234,-5.2816386222839355,-20.49774932861328,-30.430086135864258,-14.849807739257812,-22.346839904785156,-21.632856369018555,-3.1885430812835693,-14.976234436035156,2.0827372074127197,-11.903882026672363,-10.206747055053711,-2.7018494606018066,-11.73133659362793,-4.760848045349121,-6.1459174156188965,-13.291410446166992,-4.253790378570557,-9.0883207321167,-9.026762008666992,-4.014238357543945,-2.118149757385254,1.6071202754974365,11.365835189819336,4.3314056396484375,17.21569061279297,8.41264533996582,11.987333297729492,10.186888694763184,6.3865790367126465,1.4997483491897583,0.8742200136184692,-1.874366044998169,2.161050319671631,0.09165041148662567,-0.44883063435554504,-4.406714916229248,-4.101968288421631
sad,1724.3656005859375,-450.15087890625,68.20193481445312,-40.60018539428711,-0.07141827791929245,-21.01679229736328,-29.297636032104492,-21.44498062133789,-29.848461151123047,-25.812360763549805,3.855905532836914,-17.87333106994629,-10.798413276672363,5.423893451690674,-15.728174209594727,-1.3825514316558838,-4.994145393371582,-9.66319465637207,7.138603687286377,4.324131011962891,8.148807525634766,7.602066516876221,6.416547775268555,2.3841609954833984,12.844542503356934,6.073648452758789,10.376291275024414,5.440255641937256,-2.5845141410827637,-3.0187084674835205,-3.585336208343506,-1.861779808998108,-0.4973886013031006,-6.30046272277832,-1.1029407978057861,-1.702135443687439,1.0725483894348145,-0.2842656373977661,-0.15122784674167633,-4.401724815368652,2.3793044090270996
